	INPUT:title	INPUT:coupon	INPUT:screenshot	INPUT:assignment_id	INPUT:coupon_available	INPUT:path	OUTPUT:result	OUTPUT:assignment_id	GOLDEN:result	GOLDEN:assignment_id	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
47	"$3.50 OFF
your qualifying $15 purchase"	995500	https://yang.s3.yandex.net/assignment_0001f48c86--624e30d4f2bfda1126917ec2/microsoft.f156a300-ec2c-42bb-a49d-af2d8d1ab58d.jpg	"""0001f48c86--624e30d4f2bfda1126917ec2"""	Yes	https://www.ulta.com	Yes	"""0001f48c86--624e30d4f2bfda1126917ec2"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3558ff20d5d4b7e7b86	0001f4d961--624ff3558ff20d5d4b7e7b86	5036447ad3003d913ae4072b4f455f99	APPROVED	2022-04-08T08:33:25.425
48	Extra 10% OFF Sale Styles + Free Shipping!	SALE10	https://yang.s3.yandex.net/assignment_0001f48c86--624e2c0f3b977a1b6ea1c2b1/microsoft.9a04a224-562d-43e3-aab5-9fe1681a8df5.png	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes	https://www.skechers.com	Yes	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff34c11ae4e4ae72c36d3	0001f4d961--624ff34c11ae4e4ae72c36d3	ef6b686b332d5b2b1c442ed6fef9dd55	APPROVED	2022-04-08T08:33:16.945
49	Extra 10% OFF Sale Styles + Free Shipping!	SALE10	https://yang.s3.yandex.net/assignment_0001f48c86--624e2c0f3b977a1b6ea1c2b1/microsoft.9a04a224-562d-43e3-aab5-9fe1681a8df5.png	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes	https://www.skechers.com	Yes	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3c5e2e2307da7037339	0001f4d961--624ff3c5e2e2307da7037339	1fb0b683574b7f0a94f2df8559de18c4	APPROVED	2022-04-08T08:35:17.206
50	Extra 10% OFF Sale Styles + Free Shipping!	SALE10	https://yang.s3.yandex.net/assignment_0001f48c86--624e2c0f3b977a1b6ea1c2b1/microsoft.9a04a224-562d-43e3-aab5-9fe1681a8df5.png	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes	https://www.skechers.com	Yes	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3de2b39fd54e7bca253	0001f4d961--624ff3de2b39fd54e7bca253	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:35:42.666
51	Extra 10% OFF Sale Styles + Free Shipping!	SALE10	https://yang.s3.yandex.net/assignment_0001f48c86--624e2c0f3b977a1b6ea1c2b1/microsoft.9a04a224-562d-43e3-aab5-9fe1681a8df5.png	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes	https://www.skechers.com	Yes	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3e84949293a58967f88	0001f4d961--624ff3e84949293a58967f88	0a3011ddbd2447f18d3be66264101522	APPROVED	2022-04-08T08:35:52.968
52	Extra 10% OFF Sale Styles + Free Shipping!	SALE10	https://yang.s3.yandex.net/assignment_0001f48c86--624e2c0f3b977a1b6ea1c2b1/microsoft.9a04a224-562d-43e3-aab5-9fe1681a8df5.png	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes	https://www.skechers.com	Yes	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff401b78d4361c3e1b880	0001f4d961--624ff401b78d4361c3e1b880	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:36:17.031
53	Extra 10% OFF Sale Styles + Free Shipping!	SALE10	https://yang.s3.yandex.net/assignment_0001f48c86--624e2c0f3b977a1b6ea1c2b1/microsoft.9a04a224-562d-43e3-aab5-9fe1681a8df5.png	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes	https://www.skechers.com	Yes	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff4572872212c0db3a2c6	0001f4d961--624ff4572872212c0db3a2c6	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:37:43.027
54	Extra 10% OFF Sale Styles + Free Shipping!	SALE10	https://yang.s3.yandex.net/assignment_0001f48c86--624e2c0f3b977a1b6ea1c2b1/microsoft.9a04a224-562d-43e3-aab5-9fe1681a8df5.png	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes	https://www.skechers.com	Yes	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff4a19712070c0b54fbad	0001f4d961--624ff4a19712070c0b54fbad	240f2139678ae981be5af88a654a6cc2	APPROVED	2022-04-08T08:38:57.434
55	Extra 10% OFF Sale Styles + Free Shipping!	SALE10	https://yang.s3.yandex.net/assignment_0001f48c86--624e2c0f3b977a1b6ea1c2b1/microsoft.9a04a224-562d-43e3-aab5-9fe1681a8df5.png	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes	https://www.skechers.com	Yes	"""0001f48c86--624e2c0f3b977a1b6ea1c2b1"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff4b6a78b820c6c2b7bb3	0001f4d961--624ff4b6a78b820c6c2b7bb3	c5c8c064d627083776ec2880b5dcbf9c	APPROVED	2022-04-08T08:39:18.929
56	FREE SHIPPING ON ORDERS OVER $125	SPRING22	https://yang.s3.yandex.net/assignment_0001f48c86--624e2a868a3b454f5d5d5219/microsoft.ff72a7c1-d80f-4ab0-a22d-f0a8a0412d7b.png	"""0001f48c86--624e2a868a3b454f5d5d5219"""	Yes	https://www.gardeners.com	Yes	"""0001f48c86--624e2a868a3b454f5d5d5219"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff35d31bfa02892327a6d	0001f4d961--624ff35d31bfa02892327a6d	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:33:33.440
57	FREE SHIPPING ON ORDERS OVER $125	SPRING22	https://yang.s3.yandex.net/assignment_0001f48c86--624e2a868a3b454f5d5d5219/microsoft.ff72a7c1-d80f-4ab0-a22d-f0a8a0412d7b.png	"""0001f48c86--624e2a868a3b454f5d5d5219"""	Yes	https://www.gardeners.com	Yes	"""0001f48c86--624e2a868a3b454f5d5d5219"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff36720dc5a56d816137a	0001f4d961--624ff36720dc5a56d816137a	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:33:43.567
58	FREE SHIPPING ON ORDERS OVER $125	SPRING22	https://yang.s3.yandex.net/assignment_0001f48c86--624e2a868a3b454f5d5d5219/microsoft.ff72a7c1-d80f-4ab0-a22d-f0a8a0412d7b.png	"""0001f48c86--624e2a868a3b454f5d5d5219"""	Yes	https://www.gardeners.com	Yes	"""0001f48c86--624e2a868a3b454f5d5d5219"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff36331bfa02892327acf	0001f4d961--624ff36331bfa02892327acf	5036447ad3003d913ae4072b4f455f99	APPROVED	2022-04-08T08:33:39.440
59	5% off	save5	https://yang.s3.yandex.net/assignment_0001f48c86--624e32d7af11967837c0270f/microsoft.fe45dbdb-296d-465e-a2ca-c34a62aba47b.jpg	"""0001f48c86--624e32d7af11967837c0270f"""	Yes	https://www.growlightcentral.com	Yes	"""0001f48c86--624e32d7af11967837c0270f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff35d31bfa02892327a6d	0001f4d961--624ff35d31bfa02892327a6d	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:33:33.440
60	5% off	save5	https://yang.s3.yandex.net/assignment_0001f48c86--624e32d7af11967837c0270f/microsoft.fe45dbdb-296d-465e-a2ca-c34a62aba47b.jpg	"""0001f48c86--624e32d7af11967837c0270f"""	Yes	https://www.growlightcentral.com	Yes	"""0001f48c86--624e32d7af11967837c0270f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3be3aa41210b0c3e29d	0001f4d961--624ff3be3aa41210b0c3e29d	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:35:10.060
61	5% off	save5	https://yang.s3.yandex.net/assignment_0001f48c86--624e32d7af11967837c0270f/microsoft.fe45dbdb-296d-465e-a2ca-c34a62aba47b.jpg	"""0001f48c86--624e32d7af11967837c0270f"""	Yes	https://www.growlightcentral.com	Yes	"""0001f48c86--624e32d7af11967837c0270f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3dd4374727ed1ed369e	0001f4d961--624ff3dd4374727ed1ed369e	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:35:41.045
62	5% off	save5	https://yang.s3.yandex.net/assignment_0001f48c86--624e32d7af11967837c0270f/microsoft.fe45dbdb-296d-465e-a2ca-c34a62aba47b.jpg	"""0001f48c86--624e32d7af11967837c0270f"""	Yes	https://www.growlightcentral.com	Yes	"""0001f48c86--624e32d7af11967837c0270f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff42a6efb5d73449ba888	0001f4d961--624ff42a6efb5d73449ba888	21940eaf17fbea807b7e574278a14adb	APPROVED	2022-04-08T08:36:58.403
63	5% off	save5	https://yang.s3.yandex.net/assignment_0001f48c86--624e32d7af11967837c0270f/microsoft.fe45dbdb-296d-465e-a2ca-c34a62aba47b.jpg	"""0001f48c86--624e32d7af11967837c0270f"""	Yes	https://www.growlightcentral.com	Yes	"""0001f48c86--624e32d7af11967837c0270f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff4601865bc5f7e597b79	0001f4d961--624ff4601865bc5f7e597b79	240f2139678ae981be5af88a654a6cc2	APPROVED	2022-04-08T08:37:52.318
64	5% off	save5	https://yang.s3.yandex.net/assignment_0001f48c86--624e32d7af11967837c0270f/microsoft.fe45dbdb-296d-465e-a2ca-c34a62aba47b.jpg	"""0001f48c86--624e32d7af11967837c0270f"""	Yes	https://www.growlightcentral.com	Yes	"""0001f48c86--624e32d7af11967837c0270f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff487c4eebf237e6f4df5	0001f4d961--624ff487c4eebf237e6f4df5	f38225f7da6e2f43dd847c5f6946a8c7	APPROVED	2022-04-08T08:38:31.811
65	5% off	save5	https://yang.s3.yandex.net/assignment_0001f48c86--624e32d7af11967837c0270f/microsoft.fe45dbdb-296d-465e-a2ca-c34a62aba47b.jpg	"""0001f48c86--624e32d7af11967837c0270f"""	Yes	https://www.growlightcentral.com	Yes	"""0001f48c86--624e32d7af11967837c0270f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff4b2a78b820c6c2b7b65	0001f4d961--624ff4b2a78b820c6c2b7b65	1fb0b683574b7f0a94f2df8559de18c4	APPROVED	2022-04-08T08:39:14.964
66	SAVE UP TO 75% WITH AN EXTRA 15% TODAY ONLY	SJWQWD	https://yang.s3.yandex.net/assignment_0001f48c86--624df311a3d60a6d6e46962b/microsoft.41f3ecd2-2489-4628-99ff-42db46f943a9.jpeg	"""0001f48c86--624df311a3d60a6d6e46962b"""	Yes	https://www.ltdcommodities.com	Yes	"""0001f48c86--624df311a3d60a6d6e46962b"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff35d31bfa02892327a6d	0001f4d961--624ff35d31bfa02892327a6d	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:33:33.440
67	SAVE UP TO 75% WITH AN EXTRA 15% TODAY ONLY	SJWQWD	https://yang.s3.yandex.net/assignment_0001f48c86--624df311a3d60a6d6e46962b/microsoft.41f3ecd2-2489-4628-99ff-42db46f943a9.jpeg	"""0001f48c86--624df311a3d60a6d6e46962b"""	Yes	https://www.ltdcommodities.com	Yes	"""0001f48c86--624df311a3d60a6d6e46962b"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff36720dc5a56d816137a	0001f4d961--624ff36720dc5a56d816137a	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:33:43.567
68	SAVE UP TO 75% WITH AN EXTRA 15% TODAY ONLY	SJWQWD	https://yang.s3.yandex.net/assignment_0001f48c86--624df311a3d60a6d6e46962b/microsoft.41f3ecd2-2489-4628-99ff-42db46f943a9.jpeg	"""0001f48c86--624df311a3d60a6d6e46962b"""	Yes	https://www.ltdcommodities.com	No	"""0001f48c86--624df311a3d60a6d6e46962b"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff36331bfa02892327acf	0001f4d961--624ff36331bfa02892327acf	5036447ad3003d913ae4072b4f455f99	APPROVED	2022-04-08T08:33:39.440
69	20% OFF $100, 15% OFF $85, 10% OFF $65 plus free shipping	SPROUT22	https://yang.s3.yandex.net/assignment_0001f48c86--624dfa031c118320754866e2/microsoft.f6dd4843-3eea-4c99-b319-d077d31bd00a.jpeg	"""0001f48c86--624dfa031c118320754866e2"""	Yes	https://www.vitaminshoppe.com	Yes	"""0001f48c86--624dfa031c118320754866e2"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff36db2fc453167a0004a	0001f4d961--624ff36db2fc453167a0004a	ef6b686b332d5b2b1c442ed6fef9dd55	APPROVED	2022-04-08T08:33:49.298
70	20% OFF $100, 15% OFF $85, 10% OFF $65 plus free shipping	SPROUT22	https://yang.s3.yandex.net/assignment_0001f48c86--624dfa031c118320754866e2/microsoft.f6dd4843-3eea-4c99-b319-d077d31bd00a.jpeg	"""0001f48c86--624dfa031c118320754866e2"""	Yes	https://www.vitaminshoppe.com	Yes	"""0001f48c86--624dfa031c118320754866e2"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff374e500591a11548cf6	0001f4d961--624ff374e500591a11548cf6	5036447ad3003d913ae4072b4f455f99	APPROVED	2022-04-08T08:33:56.863
71	20% OFF $100, 15% OFF $85, 10% OFF $65 plus free shipping	SPROUT22	https://yang.s3.yandex.net/assignment_0001f48c86--624dfa031c118320754866e2/microsoft.f6dd4843-3eea-4c99-b319-d077d31bd00a.jpeg	"""0001f48c86--624dfa031c118320754866e2"""	Yes	https://www.vitaminshoppe.com	Yes	"""0001f48c86--624dfa031c118320754866e2"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3774374727ed1ed2d5d	0001f4d961--624ff3774374727ed1ed2d5d	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:33:59.502
72	20% off	LEVIS20	https://yang.s3.yandex.net/assignment_0001f48c86--624debd17bc14a018fefdac9/microsoft.944d417c-470e-4405-bc01-1c75dfd9d805.jpg	"""0001f48c86--624debd17bc14a018fefdac9"""	Yes	https://www.levi.com	Yes	"""0001f48c86--624debd17bc14a018fefdac9"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff36db2fc453167a0004a	0001f4d961--624ff36db2fc453167a0004a	ef6b686b332d5b2b1c442ed6fef9dd55	APPROVED	2022-04-08T08:33:49.298
73	20% off	LEVIS20	https://yang.s3.yandex.net/assignment_0001f48c86--624debd17bc14a018fefdac9/microsoft.944d417c-470e-4405-bc01-1c75dfd9d805.jpg	"""0001f48c86--624debd17bc14a018fefdac9"""	Yes	https://www.levi.com	No	"""0001f48c86--624debd17bc14a018fefdac9"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff374e500591a11548cf6	0001f4d961--624ff374e500591a11548cf6	5036447ad3003d913ae4072b4f455f99	APPROVED	2022-04-08T08:33:56.863
74	20% off	LEVIS20	https://yang.s3.yandex.net/assignment_0001f48c86--624debd17bc14a018fefdac9/microsoft.944d417c-470e-4405-bc01-1c75dfd9d805.jpg	"""0001f48c86--624debd17bc14a018fefdac9"""	Yes	https://www.levi.com	Yes	"""0001f48c86--624debd17bc14a018fefdac9"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3774374727ed1ed2d5d	0001f4d961--624ff3774374727ed1ed2d5d	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:33:59.502
75	Receive up to 40% off your order!	code: BREEZY	https://yang.s3.yandex.net/assignment_0001f48c86--624ddda95090f746dcf1ac91/microsoft.0ab3f644-7ee0-417c-b798-17d8194f416d.jpeg	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes	https://www.landsend.com	Yes	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff36db2fc453167a0004a	0001f4d961--624ff36db2fc453167a0004a	ef6b686b332d5b2b1c442ed6fef9dd55	APPROVED	2022-04-08T08:33:49.298
76	Receive up to 40% off your order!	code: BREEZY	https://yang.s3.yandex.net/assignment_0001f48c86--624ddda95090f746dcf1ac91/microsoft.0ab3f644-7ee0-417c-b798-17d8194f416d.jpeg	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes	https://www.landsend.com	Yes	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff38160ec904be3d62b68	0001f4d961--624ff38160ec904be3d62b68	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:34:09.058
77	Receive up to 40% off your order!	code: BREEZY	https://yang.s3.yandex.net/assignment_0001f48c86--624ddda95090f746dcf1ac91/microsoft.0ab3f644-7ee0-417c-b798-17d8194f416d.jpeg	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes	https://www.landsend.com	Yes	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3941a73bb1a417dc107	0001f4d961--624ff3941a73bb1a417dc107	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:34:28.083
78	Receive up to 40% off your order!	code: BREEZY	https://yang.s3.yandex.net/assignment_0001f48c86--624ddda95090f746dcf1ac91/microsoft.0ab3f644-7ee0-417c-b798-17d8194f416d.jpeg	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes	https://www.landsend.com	Yes	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff40ad017e929bc8e69b7	0001f4d961--624ff40ad017e929bc8e69b7	1fb0b683574b7f0a94f2df8559de18c4	APPROVED	2022-04-08T08:36:26.407
79	Receive up to 40% off your order!	code: BREEZY	https://yang.s3.yandex.net/assignment_0001f48c86--624ddda95090f746dcf1ac91/microsoft.0ab3f644-7ee0-417c-b798-17d8194f416d.jpeg	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes	https://www.landsend.com	Yes	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff42ad486ca2bf02e499e	0001f4d961--624ff42ad486ca2bf02e499e	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:36:58.053
80	Receive up to 40% off your order!	code: BREEZY	https://yang.s3.yandex.net/assignment_0001f48c86--624ddda95090f746dcf1ac91/microsoft.0ab3f644-7ee0-417c-b798-17d8194f416d.jpeg	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes	https://www.landsend.com	Yes	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff47f7726491d4a02764f	0001f4d961--624ff47f7726491d4a02764f	240f2139678ae981be5af88a654a6cc2	APPROVED	2022-04-08T08:38:23.664
81	Receive up to 40% off your order!	code: BREEZY	https://yang.s3.yandex.net/assignment_0001f48c86--624ddda95090f746dcf1ac91/microsoft.0ab3f644-7ee0-417c-b798-17d8194f416d.jpeg	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes	https://www.landsend.com	Yes	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff4861a73bb1a417dd174	0001f4d961--624ff4861a73bb1a417dd174	b7cfbae0fb246b6dd7c1fe96aab9834d	APPROVED	2022-04-08T08:38:30.489
82	Receive up to 40% off your order!	code: BREEZY	https://yang.s3.yandex.net/assignment_0001f48c86--624ddda95090f746dcf1ac91/microsoft.0ab3f644-7ee0-417c-b798-17d8194f416d.jpeg	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes	https://www.landsend.com	Yes	"""0001f48c86--624ddda95090f746dcf1ac91"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff4ab20dc5a56d816295b	0001f4d961--624ff4ab20dc5a56d816295b	a7763ee42b4669ce4693992efd4fc6b5	APPROVED	2022-04-08T08:39:07.303
83			https://yang.s3.yandex.net/assignment_0001f48c86--624de6c3e6733936d06e1447/microsoft.31224d01-af6d-4321-93be-38199fc937c2.jpeg	"""0001f48c86--624de6c3e6733936d06e1447"""	No	https://www.ebay.de	Yes	"""0001f48c86--624de6c3e6733936d06e1447"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff38160ec904be3d62b68	0001f4d961--624ff38160ec904be3d62b68	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:34:09.058
84			https://yang.s3.yandex.net/assignment_0001f48c86--624de6c3e6733936d06e1447/microsoft.31224d01-af6d-4321-93be-38199fc937c2.jpeg	"""0001f48c86--624de6c3e6733936d06e1447"""	No	https://www.ebay.de	Yes	"""0001f48c86--624de6c3e6733936d06e1447"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff37aa0393c665b8a8f07	0001f4d961--624ff37aa0393c665b8a8f07	0a3011ddbd2447f18d3be66264101522	APPROVED	2022-04-08T08:34:02.758
85			https://yang.s3.yandex.net/assignment_0001f48c86--624de6c3e6733936d06e1447/microsoft.31224d01-af6d-4321-93be-38199fc937c2.jpeg	"""0001f48c86--624de6c3e6733936d06e1447"""	No	https://www.ebay.de	Yes	"""0001f48c86--624de6c3e6733936d06e1447"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3841865bc5f7e596580	0001f4d961--624ff3841865bc5f7e596580	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:34:12.261
86	20% OFF ALL Regular Price Purchases	22MADEBYYOU	https://yang.s3.yandex.net/assignment_0001f48c86--624e2ede6c319c28fbe4d6a8/microsoft.fdeeb354-a2b1-4ecb-a569-61f889d8eb30.png	"""0001f48c86--624e2ede6c319c28fbe4d6a8"""	Yes	https://www.michaels.com	Yes	"""0001f48c86--624e2ede6c319c28fbe4d6a8"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff38160ec904be3d62b68	0001f4d961--624ff38160ec904be3d62b68	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:34:09.058
87	20% OFF ALL Regular Price Purchases	22MADEBYYOU	https://yang.s3.yandex.net/assignment_0001f48c86--624e2ede6c319c28fbe4d6a8/microsoft.fdeeb354-a2b1-4ecb-a569-61f889d8eb30.png	"""0001f48c86--624e2ede6c319c28fbe4d6a8"""	Yes	https://www.michaels.com	Yes	"""0001f48c86--624e2ede6c319c28fbe4d6a8"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff37aa0393c665b8a8f07	0001f4d961--624ff37aa0393c665b8a8f07	0a3011ddbd2447f18d3be66264101522	APPROVED	2022-04-08T08:34:02.758
88	20% OFF ALL Regular Price Purchases	22MADEBYYOU	https://yang.s3.yandex.net/assignment_0001f48c86--624e2ede6c319c28fbe4d6a8/microsoft.fdeeb354-a2b1-4ecb-a569-61f889d8eb30.png	"""0001f48c86--624e2ede6c319c28fbe4d6a8"""	Yes	https://www.michaels.com	Yes	"""0001f48c86--624e2ede6c319c28fbe4d6a8"""					https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3841865bc5f7e596580	0001f4d961--624ff3841865bc5f7e596580	aaece8b3edbb9d5d20bda4b845a5b605	APPROVED	2022-04-08T08:34:12.261
89	75% OFF PHOTO BOOKS	75BCAP	https://yang.s3.yandex.net/assignment_0001f48c86--624e26c6a9107f029f0b754f/microsoft.cb167272-47fd-46a8-9baf-8446220ce14e.png	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes	https://www.snapfish.com	Yes	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3774374727ed1ed2d5d	0001f4d961--624ff3774374727ed1ed2d5d	b43c4e574acb4f57e6692cf3f9d3202c	APPROVED	2022-04-08T08:33:59.502
90	75% OFF PHOTO BOOKS	75BCAP	https://yang.s3.yandex.net/assignment_0001f48c86--624e26c6a9107f029f0b754f/microsoft.cb167272-47fd-46a8-9baf-8446220ce14e.png	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes	https://www.snapfish.com	Yes	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3957726491d4a025d52	0001f4d961--624ff3957726491d4a025d52	e73bedd2775a795bd89c7ebc37ddbb69	APPROVED	2022-04-08T08:34:29.264
91	75% OFF PHOTO BOOKS	75BCAP	https://yang.s3.yandex.net/assignment_0001f48c86--624e26c6a9107f029f0b754f/microsoft.cb167272-47fd-46a8-9baf-8446220ce14e.png	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes	https://www.snapfish.com	Yes	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff3d851d73c388896d5c2	0001f4d961--624ff3d851d73c388896d5c2	240f2139678ae981be5af88a654a6cc2	APPROVED	2022-04-08T08:35:36.234
92	75% OFF PHOTO BOOKS	75BCAP	https://yang.s3.yandex.net/assignment_0001f48c86--624e26c6a9107f029f0b754f/microsoft.cb167272-47fd-46a8-9baf-8446220ce14e.png	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes	https://www.snapfish.com	Yes	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff423e500591a11549b8a	0001f4d961--624ff423e500591a11549b8a	a7763ee42b4669ce4693992efd4fc6b5	APPROVED	2022-04-08T08:36:51.025
93	75% OFF PHOTO BOOKS	75BCAP	https://yang.s3.yandex.net/assignment_0001f48c86--624e26c6a9107f029f0b754f/microsoft.cb167272-47fd-46a8-9baf-8446220ce14e.png	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes	https://www.snapfish.com	Yes	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff42f60ec904be3d638c9	0001f4d961--624ff42f60ec904be3d638c9	1fb0b683574b7f0a94f2df8559de18c4	APPROVED	2022-04-08T08:37:03.226
94	75% OFF PHOTO BOOKS	75BCAP	https://yang.s3.yandex.net/assignment_0001f48c86--624e26c6a9107f029f0b754f/microsoft.cb167272-47fd-46a8-9baf-8446220ce14e.png	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes	https://www.snapfish.com	Yes	"""0001f48c86--624e26c6a9107f029f0b754f"""	Yes				https://toloka.yandex.ru/task/32823649/0001f4d961--624ff4484949293a5896846f	0001f4d961--624ff4484949293a5896846f	ef6b686b332d5b2b1c442ed6fef9dd55	APPROVED	2022-04-08T08:37:28.953
